company;playlist_sample;namesfiles;no;artist;song;sampleratefiles;totalsamplesfiles;durationfiles;bitratefiles;rmsfiles;rmsmedianfiles;lowenergyfiles;ASRfiles;beatspectrumfiles;eventdensityfiles;tempofiles;pulseclarityfiles;zerocrossfiles;rolloffsfiles;brightnessfiles;spreadfiles;centroidfiles;kurtosisfiles;flatnessfiles;entropyfiles;mfccfiles_1;mfccfiles_2;mfccfiles_3;mfccfiles_4;mfccfiles_5;mfccfiles_6;mfccfiles_7;mfccfiles_8;mfccfiles_9;mfccfiles_10;mfccfiles_11;mfccfiles_12;mfccfiles_13;pitchfiles;inharmonicityfiles;bestkeyfiles;keyclarityfiles;modalityfiles;tonalcentroidfiles_1;tonalcentroidfiles_2;tonalcentroidfiles_3;tonalcentroidfiles_4;tonalcentroidfiles_5;tonalcentroidfiles_6;chromagramfiles_1;chromagramfiles_2;chromagramfiles_3;chromagramfiles_4;chromagramfiles_5;chromagramfiles_6;chromagramfiles_7;chromagramfiles_8;chromagramfiles_9;chromagramfiles_10;chromagramfiles_11;chromagramfiles_12;attackslopefiles;attackleapfiles
Arte Francés;4;01 - Klischee - Swing It Like Roger.mp3                                                                                                       ;1; Klischee ; Swing It Like Roger.mp3                                                                                                       ;44100;8672822;196.662625;320;0.153897004;0.099993896;0.556390977;0.05764411;0.112104931;3.6;161.2077388;0.257781156;871.3480242;4114.860535;0.390318138;2702.716802;2206.610036;11.40871001;0.083721046;0.841979053;2.730147356;-0.23454269;0.058344676;-0.491341966;1.055989819;-0.116769917;0.409593384;-0.209962376;-0.471071212;0.02062083;0.144523728;0.227890959;0.099028508;0;0.485308505;11;0.703167858;-0.004322687;-0.715513856;0.867036274;-0.418846294;-1.003315018;0.270790997;-0.314869168;0.057654282;0.026867048;0.149049784;0.020906052;0.088079966;0.344720826;0;0.029989976;0;0.123955292;0.999999482;0.025800843;17.5734919;0.456036267
Arte Francés;4;01 - Klischee - Swing It Like Roger.mp3                                                                                                       ;1; Klischee ; Swing It Like Roger.mp3                                                                                                       ;44100;8672822;196.662625;320;0.219720316;0.086626787;0.446115288;0.385964912;0.075820192;2.4;127.9959511;0.546534336;1099.097508;8883.623886;0.52532204;4423.074403;3718.855188;4.265699719;0.234598171;0.903483962;1.99836961;-0.13725314;0.189507174;0.074495824;0.145173001;0.169913106;0.180854759;-0.00121824;0.009874623;0.05664139;0.028275121;0.005103998;-0.001925428;0;0.46063353;8;0.69645196;-0.038840344;-0.18983225;1.298678991;0.578951992;-0.580787435;0.281850344;-0.309505745;0.427335688;0.111581553;0.406177129;0.210301927;0.174507865;0.340706183;0.19161201;0.860170827;0.415158084;0.372546321;0.999999934;0.333313296;3.057560785;0.258181603
Arte Francés;4;01 - Klischee - Swing It Like Roger.mp3                                                                                                       ;1; Klischee ; Swing It Like Roger.mp3                                                                                                       ;44100;8672822;196.662625;320;0.285232019;0.192846455;0.523809524;0.155388471;0.061314445;4.4;127.9575921;0.647972121;973.8477917;9193.500137;0.528621783;4625.11024;3852.690545;4.234403888;0.2217756;0.899723559;2.005572886;0.107254513;0.299967771;0.146084483;0.06921399;0.056246636;0.229193324;-0.086424362;-0.000454583;0.056387932;0.010098749;0.008893101;0.003194573;0;0.467015005;8;0.628731763;-0.05358864;-0.297367455;1.070286057;0.37648361;-0.666989254;0.208290852;-0.407179389;0.207086971;0.098100626;0.414894816;0.181556228;0.151998339;0.348798711;0.194046243;0.831852005;0.58286642;0.444389117;0.999999925;0.254363831;20.06936975;0.229476726
Arte Francés;4;02 - Shazalakazoo - Sunny Side Of The Street.mp3                                                                                              ;2; Shazalakazoo ; Sunny Side Of The Street.mp3                                                                                              ;44100;11231507;254.6827;320;0.239453923;0.125522628;0.453634085;0.318295739;0.074501791;3.4;115.0115519;0.758819217;1676.796198;11532.54433;0.599186317;5208.187217;4996.665848;2.717868976;0.26716773;0.919449293;1.957583702;0.270778884;0.062224622;0.083824976;-0.12527301;0.170235919;0.416146179;0.130371994;-0.083638568;-0.09685067;0.006232134;-0.006025447;0.026178309;0;0.463297651;10;0.427222218;0.031015529;0.261014145;-0.379634684;-0.769735921;1.011995556;-0.304496534;0.266705593;0.187880006;0.115697847;0.120458534;0.157594255;0.183868818;0.046128356;0.047069902;0.10304332;0.912695692;0.999999843;0.104920524;0.13145255;6.403049909;0.169507748
Arte Francés;4;02 - Shazalakazoo - Sunny Side Of The Street.mp3                                                                                              ;2; Shazalakazoo ; Sunny Side Of The Street.mp3                                                                                              ;44100;11231507;254.6827;320;0.26347694;0.164616838;0.458646617;0.203007519;0.075098076;3.4;115.0569747;0.717291866;1528.746533;11320.15629;0.605139158;5151.383492;4925.950744;2.797688641;0.290039521;0.9188343;1.862357287;0.204406076;0.202070407;0.072778251;-0.133443103;0.126554063;0.343377715;0.096126804;-0.072397653;-0.079869466;-0.021853263;-0.003709646;0.024761726;0;0.467592359;10;0.437704909;0.042762207;0.26249204;-0.417428188;-0.790626118;1.026651919;-0.320470768;0.274111847;0.180432529;0.112338063;0.122366118;0.154635076;0.179866584;0.029338505;0.036758245;0.070648402;0.91617833;0.999999823;0.090701162;0.125766795;10.84584833;0.402227177
Arte Francés;4;02 - Shazalakazoo - Sunny Side Of The Street.mp3                                                                                              ;2; Shazalakazoo ; Sunny Side Of The Street.mp3                                                                                              ;44100;11231507;254.6827;320;0.247484703;0.149906918;0.486215539;0.255639098;0.066600159;3.8;115.0072226;0.681214305;1270.447119;10383.04138;0.539718787;4739.536804;4147.654224;3.193955193;0.216032115;0.9023881;2.121401078;0.085941755;0.305434932;0.185501865;0.036910755;-0.056700389;-0.034646036;-0.013640829;-0.054702086;-0.092224319;0.138345319;0.223759859;0.101932425;0;0.465238789;12;0.68190454;-0.251932139;0.580316485;-0.733349621;0.453165504;-0.170204227;-0.624591502;-0.225731659;0.199065423;0.191656859;0.472757705;0.20361671;0.293707032;0.396559754;0.336128698;0.087430947;0.291838372;0.249665485;0.145928652;0.999999945;23.76456184;0.261470576
Arte Francés;4;03 - Darren Fewins - If Swing Goes, I Go Too.mp3                                                                                              ;3; Darren Fewins ; If Swing Goes, I Go Too.mp3                                                                                              ;44100;8555337;193.998575;320;0.359064152;0.228080086;0.551378446;0.260651629;0.06367775;5.4;125.0030379;0.825222188;1920.845644;10644.46793;0.634516972;4546.616017;4729.056685;2.386625581;0.200027217;0.925693996;1.657914681;0.066790772;0.085512901;0.126310881;0.01030012;-0.091893994;-0.067185661;0.016399835;-0.006377886;-0.003088208;0.0378066;0.085864981;0.141566226;0;0.486950815;10;0.571092711;-0.200299804;0.870207061;-0.001112893;-0.36076228;0.652130567;-0.037994843;0.123692161;0.666429324;0.505494889;0.468310936;0.210137793;0.363380171;0.097900036;0.097936484;0.415326863;0.587612984;0.999999803;0.399044493;0.617167792;41.09422681;0.740954371
Arte Francés;4;03 - Darren Fewins - If Swing Goes, I Go Too.mp3                                                                                              ;3; Darren Fewins ; If Swing Goes, I Go Too.mp3                                                                                              ;44100;8555337;193.998575;320;0.104782635;0.029526658;0.571428571;0.523809524;0.057157635;0.9;125.2167164;0.741604955;778.0482357;8049.716949;0.471483997;3844.919301;3235.070532;3.539451253;0.106196791;0.882654874;2.46166086;0.22563199;0.311922948;0.629362426;0.067590455;-0.187319972;-0.080450643;0.101994819;0.125860917;-0.002563601;-0.128932377;-0.104138565;-0.078997573;0;0.456425721;1;0.636878619;0.005904383;1.420020569;1.548854079;0.551594777;0.172882673;-0.218370433;0.202727183;0.999999942;0.136263793;0.939721466;0.178567006;0.080219537;0.047581116;0.073752438;0.836083753;0.390925966;0.742643389;0.284788868;0.463432316;45.65029692;0.862460602
Arte Francés;4;03 - Darren Fewins - If Swing Goes, I Go Too.mp3                                                                                              ;3; Darren Fewins ; If Swing Goes, I Go Too.mp3                                                                                              ;44100;8555337;193.998575;320;0.34675398;0.217535935;0.553884712;0.235588972;0.071946543;4.7;124.9903099;0.768736202;1870.545758;10506.94141;0.624985108;4490.552471;4555.500909;2.592663099;0.199327703;0.925184255;1.649432649;-0.051842927;0.040029313;0.008297431;0.045172789;-0.080250306;-0.030978249;0.061598473;0.021094948;0.029821708;-0.0160655;-0.013713034;0.158628792;0;0.484446321;10;0.602325095;-0.194381192;1.084899031;-0.089800239;-0.194537095;0.884489101;-0.135748535;0.165255914;0.815576174;0.477407788;0.42381505;0.155795604;0.371721431;0.073807802;0.079303396;0.368094248;0.546500759;0.999999844;0.346190817;0.832788486;5.516365096;0.271266394
Arte Francés;4;04 - Odd Chap - Worldwide.mp3                                                                                                                 ;4; Odd Chap ; Worldwide.mp3                                                                                                                 ;44100;8091004;183.469475;320;0.318974608;0.146580398;0.56641604;0.403508772;0.053732656;3.7;128.1540914;0.921122043;1573.296432;10305.4882;0.614471897;4767.261573;4561.923288;3.195981001;0.293908927;0.916608526;1.395895855;0.23556353;0.451907596;0.118253019;0.183128845;-0.055306811;-0.055999309;0.08457203;0.252344072;0.289861471;-0.006357092;-0.067014273;-0.075631185;0;0.469462806;1;0.631543715;-0.013606507;-0.524472884;0.998371948;0.430669413;1.012435693;0.038163597;0.095815883;0.999999814;0.256382099;0.241853382;0.289730554;0.173018914;0.205126966;0.178169931;0.693081373;0.875854106;0.418560155;0.616413827;0.327926706;8.847914295;0.227072677
Arte Francés;4;04 - Odd Chap - Worldwide.mp3                                                                                                                 ;4; Odd Chap ; Worldwide.mp3                                                                                                                 ;44100;8091004;183.469475;320;0.26863132;0.087618642;0.614035088;0.588972431;0.045114418;2.2;127.914023;0.844594172;1658.09624;8989.859962;0.593731382;4424.809354;4000.718265;3.936992844;0.260078265;0.908571326;1.464351372;0.010200684;0.503113056;0.230183044;0.120239884;0.023791269;0.126439102;0.155794874;0.155154886;0.133577899;0.083941116;0.037929572;0.020713164;0;0.467666637;1;0.494657902;-0.047487146;0.002058075;0.853437054;0.182165705;1.021856573;-0.034335462;0.124877633;0.82891294;0.319795347;0.293632612;0.344840084;0.201132345;0.311592641;0.194700056;0.915593725;0.999999853;0.877326677;0.519855896;0.430446562;0.827429434;0.784732324
Arte Francés;4;04 - Odd Chap - Worldwide.mp3                                                                                                                 ;4; Odd Chap ; Worldwide.mp3                                                                                                                 ;44100;8091004;183.469475;320;0.340238783;0.166249584;0.49122807;0.37593985;0.059123044;3.7;127.8242044;0.875483121;1280.147097;8414.099121;0.547777505;4315.633798;3710.4977;4.291470888;0.244353003;0.900893882;1.702408154;0.187629586;0.443140521;0.153889269;0.114251792;0.036649711;0.111801094;0.123973035;0.189421288;0.114085253;0.033817394;0.02251475;0.056423989;0;0.469644379;9;0.49109912;0.133749912;-0.350173894;0.220843562;0.43045034;0.958655881;-0.141450442;-0.185762598;0.301818584;0.136499208;0.136986626;0.15356723;0.096697581;0.114398715;0.110409428;0.678512924;0.999999887;0.330186295;0.192464118;0.179454404;14.75077407;0.829150112
Arte Francés;4;05 - Swing Republic - Peas and Rice.mp3                                                                                                       ;5; Swing Republic ; Peas and Rice.mp3                                                                                                       ;44100;8646349;196.062325;320;0.304306233;0.153157145;0.674185464;0.408521303;0.078125389;3.3;120.9992396;0.894409857;1022.647681;4404.633522;0.439312467;2235.590701;2047.586722;8.327320127;0.051079574;0.858879053;1.945251881;-0.191145999;0.126859696;-0.264437558;0.16454061;0.297593362;0.143447799;0.054760531;0.250794817;-0.122317422;0.360175345;0.085725674;0.186174834;0;0.448968869;9;0.630672787;0.058966093;-1.686357938;0.464360249;0.027387752;-0.280946602;0.093982782;-0.027279994;0.215978121;0.483463248;0.303415423;0.942519094;0.116761095;0.465656254;0.079101791;0.388254073;0.768831261;0.587797318;0.999999865;0.233531405;6.942944499;0.203032847
Arte Francés;4;05 - Swing Republic - Peas and Rice.mp3                                                                                                       ;5; Swing Republic ; Peas and Rice.mp3                                                                                                       ;44100;8646349;196.062325;320;0.305081032;0.148228399;0.646616541;0.436090226;0.137637319;3.7;121.0326307;0.883322148;999.1977342;4860.195351;0.467450232;2524.488708;2257.848008;6.496624483;0.058902474;0.868270408;1.951703171;-0.159112443;0.351123285;-0.174511394;0.014775733;0.137516015;0.12171029;0.1883505;0.148758985;0.000681228;0.271184462;0.038324061;0.113905942;0;0.455465241;11;0.713371763;-0.167288998;-1.216539578;0.572688984;-0.394785438;-0.621006743;0.121898253;-0.12251628;0.171356564;0.348394148;0.191863699;0.505173843;0.068357574;0.512560274;0.079974725;0.215754803;0.411117403;0.490212713;0.99999986;0.235453051;24.88444791;0.438201792
Arte Francés;4;05 - Swing Republic - Peas and Rice.mp3                                                                                                       ;5; Swing Republic ; Peas and Rice.mp3                                                                                                       ;44100;8646349;196.062325;320;0.305377543;0.153614916;0.62406015;0.35839599;0.064522369;3.7;120.9786798;0.795696443;1062.79759;5542.108154;0.462185751;3556.480003;2712.496922;8.260618109;0.156488523;0.879988665;1.860400315;0.140550616;0.311471024;-0.059644623;0.259076155;0.211635867;0.268962293;-0.019678779;0.130633562;0.013148154;0.305005215;0.002009768;0.000267423;0;0.447711394;11;0.451428273;-0.094781987;-1.006486089;0.059736705;-0.275803244;-0.296704824;0.259732188;-0.132535021;0.13332483;0.443374134;0.176994408;0.460855939;0.168293524;0.23855551;0.15137016;0.380153608;0.730041303;0.681287309;0.999999912;0.246404161;3.600220291;0.208370469
Arte Francés;4;06 - Biboulakis - Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;6; Biboulakis ; Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;44100;9264949;210.08955;320;0.32768494;0.160359506;0.558897243;0.441102757;0.078220429;4.2;126.0089469;0.704588156;1024.047678;7093.844604;0.578968255;3940.976384;3211.557402;6.430566242;0.180869614;0.887784737;1.656223544;-1.110127309;0.671605418;0.17293132;0.070663217;0.140417391;0.162163627;0.036355652;0.026119486;0.092170793;0.12667327;0.116493063;0.162383541;0;0.449021751;8;0.53290948;-0.11778636;0.131473678;0.805192366;0.753314616;0.09940286;0.266429775;-0.231296856;0.211872496;0.162031715;0.189011023;0.164959127;0.037440239;0.09285062;0.064791341;0.999999874;0.471470479;0.355186536;0.36757799;0.198424486;9.375489303;0.896564675
Arte Francés;4;06 - Biboulakis - Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;6; Biboulakis ; Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;44100;9264949;210.08955;320;0.167696087;0.061937314;0.526315789;0.411027569;0.058492486;4;126.2578931;0.109295854;2842.843554;8831.304932;0.673911719;4321.624211;4196.427791;4.735411952;0.219603876;0.91535179;1.49020366;-0.904481889;-0.089553495;-0.290065579;-0.246457426;-0.483203542;0.034051504;0.065462477;-0.057520106;0.142057993;-0.007148523;-0.127568731;-0.104838915;0;0.453434115;8;0.70356676;-0.088023243;0.537748038;0.661018036;1.032210322;-0.551139244;0.261818286;-0.291061778;0.011930863;0.187493879;0.417774558;0.181772664;0.010068236;0.027264591;0.153151616;0.999999913;0.11642162;0.084895401;0.118633789;0.150091616;17.70271224;0.933542428
Arte Francés;4;06 - Biboulakis - Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;6; Biboulakis ; Is That Too Much to Ask (feat. Nina Zeitlin).mp3                                                                            ;44100;9264949;210.08955;320;0.321847011;0.160756253;0.558897243;0.423558897;0.185975667;4.2;125.9828723;0.726220457;1006.797717;7839.347649;0.555358198;4441.266531;3393.38292;5.530718417;0.180719353;0.873437704;1.80766987;-0.639329219;0.80655711;0.620842227;0.209226904;-0.457799608;-0.219638964;0.028721098;-0.288958864;0.003469673;0.393942228;0.391750173;0.239220594;0;0.492906717;8;0.708285002;-0.155897225;0.510967191;0.877373351;0.70384358;-0.356402919;0.136646484;-0.289884977;0.250715408;0.230244059;0.566486065;0.139503548;0.032356643;0.079651291;0.139941358;0.999999895;0.431771656;0.359703763;0.364819203;0.23393925;25.3692539;0.694279048
Arte Francés;4;07 - Tape Five - Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;7; Tape Five ; Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;44100;11255623;255.22955;320;0.262399298;0.157338172;0.506265664;0.175438596;0.090055728;3.9;127.2900406;0.538079809;1259.197145;5213.053894;0.458294083;3205.816892;2535.661647;7.764374739;0.123440169;0.883731218;2.528511584;-0.62263739;0.164687008;-0.08399156;0.004882498;-0.155131597;0.163242371;0.176355697;-0.142809723;0.093307445;0.127849865;0.017046735;0.190807835;0;0.475968984;8;0.518579788;-0.123716659;0.352046924;0.775333683;0.269106177;-0.324222041;0.090467047;-0.035138506;0.940927133;0.721095505;0.900023217;0.612009096;0.429343479;0.463917248;0.399457993;0.892829932;0.604988519;0.916135297;0.999999961;0.865415198;18.08733772;0.676327823
Arte Francés;4;07 - Tape Five - Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;7; Tape Five ; Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;44100;11255623;255.22955;320;0.263135659;0.158879362;0.541353383;0.235588972;0.06867636;2.8;127.0067588;0.472732854;961.6978193;4555.113602;0.374491268;3302.227257;2358.564912;8.745772655;0.130154391;0.867647138;2.762472367;-0.683110851;-0.154957081;-0.287413042;0.266595734;0.129082921;0.052010409;0.079662092;-0.04489103;0.09512531;0.19572003;0.107723704;-0.00888033;0;0.45136552;8;0.759446572;-0.190022018;0.258518937;0.782941639;0.00783388;-1.027524416;0.190494443;-0.250823728;0.348357163;0.511316925;0.935099208;0.499736813;0.372499126;0.385911361;0.315533017;0.783276973;0.502251464;0.781854482;0.999999944;0.403902863;10.10185601;0.198687868
Arte Francés;4;07 - Tape Five - Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;7; Tape Five ; Bad Boy Good Man (Feat. Henrik Wager) (Aerophon Mix).mp3                                                                     ;44100;11255623;255.22955;320;0.264653021;0.156682029;0.521303258;0.278195489;0.100887598;3.9;127.0505101;0.409288548;914.0479273;4943.384171;0.376495708;3382.538371;2458.246849;8.263318603;0.140737104;0.867977412;2.634653101;-0.4876153;-0.268207095;-0.212939049;0.363212205;0.234523265;0.219594556;-0.120319842;0.0006844;0.016987189;0.231399818;0.179126896;0.017250594;0;0.43914585;8;0.739165422;-0.23312573;0.558990048;0.715221588;-0.002135121;-1.069492262;0.005040869;-0.199688312;0.22472198;0.39028128;0.999999908;0.362550293;0.195610667;0.191559134;0.149711084;0.491118065;0.21294331;0.487886561;0.553057227;0.213923496;14.54425301;0.858675431
Arte Francés;4;08 - Wolfgang Lohr - Whoopsy Daisy (Club Mix).mp3                                                                                             ;8; Wolfgang Lohr ; Whoopsy Daisy (Club Mix).mp3                                                                                             ;44100;12086265;274.064975;320;0.323822041;0.199407943;0.578947368;0.350877193;0.060678748;5.4;122.998375;0.854005565;1230.147211;9227.061653;0.543026509;4278.302941;3876.374759;3.198948797;0.171133035;0.901757936;2.072754824;-0.259113083;-0.120631385;0.059683017;-0.012005949;0.027513532;0.016150793;-0.033175268;-0.061305924;0.137683385;0.09180905;0.010854684;-0.038870115;0;0.475859714;10;0.623145767;0.090941587;0.649663035;-0.428972992;-0.704792028;0.511485754;0.275352396;0.062478446;0.282918291;0.588972439;0.198118316;0.19166405;0.42976496;0.091773207;0.13227578;0.410269624;0.500040204;0.999999839;0.370843606;0.374019783;19.39750582;0.797550079
Arte Francés;4;08 - Wolfgang Lohr - Whoopsy Daisy (Club Mix).mp3                                                                                             ;8; Wolfgang Lohr ; Whoopsy Daisy (Club Mix).mp3                                                                                             ;44100;12086265;274.064975;320;0.269251043;0.138431963;0.5839599;0.370927318;0.069805571;4.4;123.0293328;0.741357159;1051.597615;6801.884651;0.479325505;3596.467525;2975.698258;4.849997497;0.121462123;0.890190531;2.290355163;-0.114543161;0.190314635;0.161450092;0.044606113;-0.058965801;0.032276827;0.018363718;0.041341511;0.055170847;-0.045139899;-0.048715668;0.115782306;0;0.472039103;10;0.697417607;0.181832985;0.354776973;-0.633038886;-0.902392923;0.487975266;0.149087584;0.112427171;0.263557347;0.628677772;0.193977822;0.27806129;0.481379696;0.314983576;0.371915734;0.407672917;0.652032899;0.999999962;0.34310112;0.35553418;9.637830836;0.780225879
Arte Francés;4;08 - Wolfgang Lohr - Whoopsy Daisy (Club Mix).mp3                                                                                             ;8; Wolfgang Lohr ; Whoopsy Daisy (Club Mix).mp3                                                                                             ;44100;12086265;274.064975;320;0.325376637;0.201452684;0.578947368;0.343358396;0.044097366;5.4;122.9838904;0.910581497;1318.947009;9672.529793;0.59051727;4369.823693;4159.683634;2.858186018;0.172833334;0.907727443;1.90244547;-0.202176125;0.16866062;0.339952117;-0.174847449;-0.14600187;0.031986185;0.084449521;-0.081477856;0.057775048;0.010773578;-0.006750554;0.018519861;0;0.480234396;10;0.489959914;0.141737147;0.401541305;-0.63076394;-0.437635179;0.291159315;0.168405324;-0.022918639;0.346978008;0.788692777;0.263534982;0.287438593;0.280099848;0.119621507;0.168090194;0.49111314;0.578602494;0.999999833;0.482895859;0.692127204;24.81500009;0.228892015
Arte Francés;4;09 - Tape Five - Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;9; Tape Five ; Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;44100;9739540;220.85125;320;0.266167605;0.164433725;0.503759398;0.205513784;0.043627753;3.3;102.7651094;0.382540073;1036.14765;4899.476624;0.490632098;2869.196013;2460.648505;7.855435508;0.098324664;0.88329991;2.213629799;-0.273333632;0.382020972;-0.177176574;-0.006751691;-0.247805886;0.132648259;0.175005107;-0.392904298;-0.02969128;-0.001718056;0.035089923;-0.004626825;0;0.486385964;1;0.655654623;-0.123745793;0.272622523;1.045626814;1.154103423;-0.548065596;0.007460771;0.157660799;0.963547205;0.471895608;0.999999959;0.797630538;0.229730369;0.202413865;0.389515992;0.964720496;0.558281494;0.73246809;0.910108712;0.798529953;21.91241218;0.510046146
Arte Francés;4;09 - Tape Five - Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;9; Tape Five ; Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;44100;9739540;220.85125;320;0.261047064;0.151921138;0.473684211;0.268170426;0.0606399;4.4;102.8389172;0.310676999;1242.097183;10183.5228;0.550721625;4601.52035;4062.019274;3.394165908;0.229130753;0.911114409;2.039474588;-0.207119403;0.048049062;-0.000639624;0.14836435;0.161033502;0.274030656;-0.06259355;-0.418729748;-0.060428953;0.09057831;-0.003622222;0.022264756;0;0.462955945;8;0.540771292;-0.178723728;0.668988722;0.868810227;-0.044438931;-0.426479737;0.138121073;0.205930583;0.793823684;0.434524907;0.84168157;0.395920043;0.305870846;0.183867901;0.391962515;0.744817139;0.551590433;0.999999955;0.844120616;0.43321665;22.20783028;0.600637252
Arte Francés;4;09 - Tape Five - Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;9; Tape Five ; Pantaloons (Feat. Yuliet Topaz) (Aerophon Mix).mp3                                                                           ;44100;9739540;220.85125;320;0.280066459;0.168843649;0.553884712;0.280701754;0.069630135;3.9;103.1003487;0.421529111;957.4978288;9032.842255;0.528899604;4329.304122;3620.68801;4.011643482;0.199758196;0.896081618;2.009382967;-0.22008782;0.266785923;-0.22235053;0.034426966;-0.054264381;0.012637696;0.219222038;-0.014469856;-0.086373763;-0.005336184;0.04616776;0.072624501;0;0.456174399;8;0.429522411;-0.061510933;-0.34538535;0.854308469;0.38966875;-0.363086113;0.286935922;-0.444577956;0.070593991;0.030111874;0.322547784;0.002497681;0.057823987;0.052795143;0.203830051;0.999999757;0.989331313;0.544990488;0.954457569;0.015068817;36.57999956;0.760278443
Arte Francés;4;10 - Wolfgang Lohr - Upside Down (Radio Edit).mp3                                                                                             ;10; Wolfgang Lohr ; Upside Down (Radio Edit).mp3                                                                                             ;44100;7791562;176.6794;320;0.317190032;0.176976837;0.606516291;0.365914787;0.104205265;3.1;124.0076637;0.803646725;1251.597162;6171.281433;0.552514934;3441.430201;2999.916062;6.478464617;0.127538323;0.891062837;1.65331626;-0.664290766;0.204732892;0.003362322;0.132064036;-0.095792697;0.018041854;0.205766328;0.107169313;0.143644929;0.035234622;-0.202811117;-0.120904683;0;0.46752241;9;0.334864852;0.071734311;-0.35662121;0.169926098;-0.452415568;0.47942511;-0.013417066;-0.202784558;0.471610136;0.409849756;0.38065869;0.078671539;0.178990788;0.073912549;0.071215988;0.364686836;0.99999987;0.661254302;0.719301007;0.249242664;10.46141343;0.991492147
Arte Francés;4;10 - Wolfgang Lohr - Upside Down (Radio Edit).mp3                                                                                             ;10; Wolfgang Lohr ; Upside Down (Radio Edit).mp3                                                                                             ;44100;7791562;176.6794;320;0.31340457;0.175435655;0.593984962;0.368421053;0.072223968;3.4;123.9742523;0.699971198;1307.047036;6449.026108;0.516720124;3530.731506;2994.491949;6.077723824;0.157662168;0.893253275;1.846819739;-0.389222922;0.15063215;-0.162213899;-0.005425011;-0.064055246;0.045337812;0.169009433;0.152918735;0.170796286;0.007225505;-0.081997028;-0.216711393;0;0.460329782;3;0.329850466;-0.052635791;0.637249297;0.430284445;-0.553465313;0.198568868;-0.101618371;-0.095302277;0.283496043;0.356669218;0.550013667;0.0892953;0.167571783;0.277830684;0.228314798;0.793247248;0.882713091;0.999999925;0.356883585;0.198491965;11.65542887;0.258251154
Arte Francés;4;10 - Wolfgang Lohr - Upside Down (Radio Edit).mp3                                                                                             ;10; Wolfgang Lohr ; Upside Down (Radio Edit).mp3                                                                                             ;44100;7791562;176.6794;320;0.269499363;0.146275215;0.629072682;0.325814536;0.062250138;2.9;124.051239;0.645113301;1157.797375;6071.353912;0.44933307;3371.502524;2714.071944;6.53375661;0.121829592;0.881926549;2.288176113;-0.106016163;-0.095284646;-0.140444058;-0.090351744;-0.226010746;0.010818379;0.152635389;0.137923009;0.226833845;0.05596834;0.025113278;-0.012456743;0;0.46055847;3;0.704180209;-0.287950119;0.902864218;0.573649346;-0.873241941;-0.180861283;-0.230708815;0.020897432;0.636836299;0.536220475;0.945857575;0.21653665;0.280485366;0.322531606;0.133774652;0.334653437;0.509043097;0.999999951;0.527593818;0.434320003;9.473193319;0.330945574
Arte Francés;4;11 - The Cat Empire - Brighter Than Gold.mp3                                                                                                  ;11; The Cat Empire ; Brighter Than Gold.mp3                                                                                                  ;44100;8774192;198.961275;320;0.339303673;0.229834892;0.483709273;0.040100251;0.073492109;4.6;118.2618334;0.270775358;1259.147145;6167.243958;0.496198107;3328.759345;2844.476012;6.929770246;0.148594753;0.879051534;1.999893752;-0.703561142;-0.229617715;0.097215385;-0.14149464;0.025269518;0.151504506;0.16451916;0.001829536;0.011447405;-0.006051714;-0.010986825;0.281412698;0;0.468435787;12;0.673610675;0.014875528;0.163273039;-1.14200907;1.50295462;-0.099865371;-0.421607565;-0.118463641;0;0.013267388;0.001705381;0.199071253;0.003845753;0.023203568;0.434943942;0.367072826;0.359582515;0.026718289;0.026644316;0.999999786;24.6091445;0.713564021
