company;playlist_sample;namesfiles;no;artist;song;sampleratefiles;totalsamplesfiles;durationfiles;bitratefiles;rmsfiles;rmsmedianfiles;lowenergyfiles;ASRfiles;beatspectrumfiles;eventdensityfiles;tempofiles;pulseclarityfiles;zerocrossfiles;rolloffsfiles;brightnessfiles;spreadfiles;centroidfiles;kurtosisfiles;flatnessfiles;entropyfiles;mfccfiles_1;mfccfiles_2;mfccfiles_3;mfccfiles_4;mfccfiles_5;mfccfiles_6;mfccfiles_7;mfccfiles_8;mfccfiles_9;mfccfiles_10;mfccfiles_11;mfccfiles_12;mfccfiles_13;pitchfiles;inharmonicityfiles;bestkeyfiles;keyclarityfiles;modalityfiles;tonalcentroidfiles_1;tonalcentroidfiles_2;tonalcentroidfiles_3;tonalcentroidfiles_4;tonalcentroidfiles_5;tonalcentroidfiles_6;chromagramfiles_1;chromagramfiles_2;chromagramfiles_3;chromagramfiles_4;chromagramfiles_5;chromagramfiles_6;chromagramfiles_7;chromagramfiles_8;chromagramfiles_9;chromagramfiles_10;chromagramfiles_11;chromagramfiles_12;attackslopefiles;attackleapfiles
Arte Francés;4;18 - Jenova Collective - My Bad Alice.mp3                                                                                                     ;18; Jenova Collective ; My Bad Alice.mp3                                                                                                     ;44100;12515925;283.807825;320;0.291149302;0.199926756;0.588972431;0.010025063;0.05893939;2.8;130.1968777;0.765575125;1695.846155;10031.61278;0.573812116;4771.173945;4391.481973;3.428689039;0.239802006;0.914490417;1.903259337;-0.185771923;-0.122776015;0.024168556;0.17125336;0.124863474;0.157032271;0.108675218;0.055612182;-0.071144064;-0.031267357;0.120878451;-0.035656916;0;0.470234315;7;0.695858936;-0.125387771;-0.348510328;-1.022215201;-1.14641556;-0.325934418;0.424643378;0.113024602;0.454657149;0.999999825;0.15359737;0.097090486;0.25941995;0.153136818;0.615707517;0.121436465;0.35614169;0.575962673;0.626848319;0.364156806;23.88758919;0.465376374
Arte Francés;4;18 - Jenova Collective - My Bad Alice.mp3                                                                                                     ;18; Jenova Collective ; My Bad Alice.mp3                                                                                                     ;44100;12515925;283.807825;320;0.240278381;0.146931367;0.516290727;0.155388471;0.073434218;3.6;129.848945;0.435450106;1609.44635;8189.935112;0.559721174;4107.300989;3674.898343;4.565326087;0.187441708;0.90966805;1.770762598;0.193412413;0.346691492;0.074850682;0.110668337;-0.076229474;0.005453125;0.043112091;0.096116577;0.019968062;0.059588862;0.170935763;0.133466434;0;0.489804621;2;0.603046462;-0.008697107;0.130324448;-0.816036131;-1.114876042;0.843969175;0.162250754;0.081127859;0.607288369;0.999999935;0.286936739;0.254984151;0.433174785;0.183249855;0.262649061;0.283786351;0.775524989;0.989377345;0.422433168;0.518980592;14.46313908;0.356682346
Arte Francés;4;18 - Jenova Collective - My Bad Alice.mp3                                                                                                     ;18; Jenova Collective ; My Bad Alice.mp3                                                                                                     ;44100;12515925;283.807825;320;0.186082359;0.124103516;0.456140351;0.09273183;0.059619439;3.4;130.2404015;0.348148279;604.4986293;3683.775902;0.38241994;2874.589771;2003.27302;12.49893746;0.104620158;0.839554478;2.637132349;-0.464981012;0.649654643;-0.179908167;0.169215539;0.004161307;0.016548548;0.177820671;0.092773919;0.11902849;0.046596392;0.046419953;-0.096676314;0;0.474950251;2;0.805828592;-0.141722121;-1.223681022;-2.540411387;-0.327606927;0.357707182;-0.018885034;-0.10263615;0.046280056;0.999999755;0.008139446;0.309257073;0.278313239;0.025041085;0.798579203;0;0.959837818;0.060736203;0.120005281;0.448913043;13.50332924;0.587606153
Arte Francés;4;19 - Tape Five - Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;19; Tape Five ; Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;44100;10006819;226.912;320;0.243119905;0.150318917;0.54887218;0.130325815;0.048520187;4;103.619598;0.525963116;1181.497321;5961.837387;0.546192698;3366.56751;2996.152193;6.541077752;0.139986389;0.897382928;1.628241773;-0.425620326;0.286619664;-0.160478371;0.2076575;0.013342003;0.091182274;0.19515527;0.191961215;-0.033665453;-0.112132424;-0.051735376;0.053670277;0;0.475508151;9;0.587704706;0.022043192;-0.797021783;0.911162527;-0.058247093;0.757716195;0.051102975;-0.118740065;0.766306171;0.231461602;0.223092697;0.375810161;0.502016785;0.664567003;0.348997129;0.680046013;0.99999992;0.56443903;0.938516853;0.346364367;18.37628369;0.501242069
Arte Francés;4;19 - Tape Five - Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;19; Tape Five ; Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;44100;10006819;226.912;320;0.232627548;0.148365736;0.518796992;0.130325815;0.082916158;4.7;145.3479106;0.349109521;1335.546972;5406.936836;0.528953271;3547.091832;2817.787103;7.318786455;0.147857831;0.890659272;2.164424078;-0.748061711;0.642599157;0.229884084;0.03842337;-0.127916947;0.103966046;-0.197942851;0.054755043;0.089743071;-0.000395304;0.109552874;-0.088964276;0;0.487055993;1;0.544320561;-0.017103945;-0.326713636;0.728455566;0.567678523;0.757292921;0.082805405;-0.214142852;0.766628508;0.385673633;0.362526459;0.545153018;0.626407179;0.683880227;0.409828483;0.999999949;0.915794167;0.545751593;0.779181991;0.637831008;15.87354406;0.491044778
Arte Francés;4;19 - Tape Five - Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;19; Tape Five ; Dixie Biscuits (Feat. Henrik Wager).mp3                                                                                      ;44100;10006819;226.912;320;0.211657819;0.122226633;0.493734336;0.215538847;0.078286975;3.7;119.1481677;0.328822834;1663.746227;6529.523277;0.56465483;3275.792491;3115.31191;5.708164033;0.133862183;0.90170371;1.750410058;-0.382830989;0.014616631;-0.116681895;-0.092642683;-0.035838417;-0.020491837;0.327930242;0.180732381;0.143167076;-0.060538303;-0.163393714;-0.158011215;0;0.471303255;4;0.382741059;0.085951327;-0.613466791;0.828954576;0.510297355;0.472505344;0.206616488;-0.375888602;0.484855804;0.043639263;0.101761384;0.09911597;0.374183146;0.40450867;0.343561775;0.92486872;0.999999933;0.366010586;0.941210381;0.300471183;9.567473097;0.239239215
Arte Francés;4;20 - Caravan Palace - La caravane.mp3                                                                                                         ;20; Caravan Palace ; La caravane.mp3                                                                                                         ;44100;13458256;305.175875;320;0.290559231;0.19074069;0.561403509;0.210526316;0.042882105;4.5;131.9893737;0.686700153;1844.445818;13921.80462;0.690208236;5798.51638;5994.071363;2.198746947;0.380935446;0.934704866;1.133092961;0.019479047;0.478744924;0.112097422;0.036905902;0.106229404;0.436389477;0.104706644;-0.063249613;0.043822038;0.03970699;-0.095714961;0.077404772;0;0.492601385;11;0.267624882;-0.03938315;-0.510565338;0.151048198;-0.299337436;0.153853501;-0.058419857;-0.08913882;0.455145723;0.227741047;0.183710515;0.153280021;0.181310696;0.255944433;0.205029523;0.317669671;0.906137046;0.802445875;0.999999926;0.515844227;20.95764961;0.730716945
Arte Francés;4;20 - Caravan Palace - La caravane.mp3                                                                                                         ;20; Caravan Palace ; La caravane.mp3                                                                                                         ;44100;13458256;305.175875;320;0.114847117;0.062501907;0.606516291;0.313283208;0.055183677;4.8;132.0439549;0.659658642;2716.44384;15001.74522;0.762720832;5935.187154;NaN;1.814587748;0.41861451;0.956231122;1.143623227;1.006356029;0.738979564;0.211653409;0.072960005;-0.074765382;-0.010650112;-0.136106323;-0.086757308;0.018847566;-0.009148391;0.025240114;-0.043417131;0;0.495478613;11;0.457971873;-0.133457332;-0.43080924;0.130484399;-1.225266092;0.648018511;0.29501597;0.117694682;0.932183424;0.999999915;0.250679459;0.640366769;0.767590633;0.898126738;0.340634238;0.300540417;0.456380398;0.966503044;0.916822247;0.698456418;16.73943723;0.265023992
Arte Francés;4;20 - Caravan Palace - La caravane.mp3                                                                                                         ;20; Caravan Palace ; La caravane.mp3                                                                                                         ;44100;13458256;305.175875;320;0.297403912;0.175160982;0.533834586;0.290726817;0.056045859;4.9;132.1124353;0.646691688;2195.795021;13613.02185;0.702486839;5653.47534;5821.314338;2.383221732;0.365551462;0.936313694;0.969114663;-0.040438372;0.639933612;0.106506692;0.294671209;0.208711806;0.258205539;-0.008611936;-0.085572902;-0.032179451;0.070387173;-0.136428391;0.049182389;0;0.487628981;9;0.371192507;0.080074608;-0.67780483;0.14028265;-0.135189009;0.239703762;-0.10084755;-0.073260179;0.447407135;0.275466155;0.177812081;0.184225143;0.136138192;0.377486306;0.438960891;0.555274356;0.999999907;0.593282394;0.727068499;0.371546348;9.586565526;0.310155348
Arte Francés;4;21 - Tape Five - Circus Maximus (Aerophon Remix).mp3                                                                                          ;21; Tape Five ; Circus Maximus (Aerophon Remix).mp3                                                                                          ;44100;9456128;214.424675;320;0.121284886;0.07104709;0.523809524;0.273182957;0.148397503;4.3;127.6234872;0.216801067;1376.546879;7304.550362;0.501845835;4006.938867;3242.701264;5.894183392;0.192639949;0.898795897;2.474498015;-0.823109758;-0.180426813;-0.041630133;0.002763116;0.003092337;-0.102093533;0.027524619;-0.209290001;-0.070045727;0.104379601;0.024346071;-0.090577597;0;0.486385173;10;0.732460659;-0.266236831;0.866586939;0.148935209;0.070458113;0.942745408;-0.230914811;0.288940296;0.737060249;0.208086165;0.544215512;0.517964968;0.68574988;0.353245955;0.327869328;0.488097921;0.748462598;0.99999995;0.35644248;0.625727294;10.39956344;0.916535147
Arte Francés;4;21 - Tape Five - Circus Maximus (Aerophon Remix).mp3                                                                                          ;21; Tape Five ; Circus Maximus (Aerophon Remix).mp3                                                                                          ;44100;9456128;214.424675;320;0.264290664;0.122104559;0.679197995;0.521303258;0.061941455;2.6;128.0809833;0.80586241;1503.196591;11924.60003;0.550663533;5489.715824;4890.770501;2.714916119;0.291038452;0.914119119;2.259143351;-0.150330071;-0.009243935;0.347826957;0.155037744;0.126968847;0.106268157;0.16346747;0.019377438;0.021657724;-0.002853679;0.016216856;0.076729095;0;0.491116572;10;0.474054154;-0.187043728;0.267448716;0.081515665;-0.379549839;0.703391204;0.074001381;0.010092928;0.858996712;0.664850292;0.524440072;0.435284434;0.665058152;0.420613042;0.318528941;0.539488939;0.83098156;0.999999924;0.808676207;0.731140046;3.26464876;0.801805691
Arte Francés;4;21 - Tape Five - Circus Maximus (Aerophon Remix).mp3                                                                                          ;21; Tape Five ; Circus Maximus (Aerophon Remix).mp3                                                                                          ;44100;9456128;214.424675;320;0.18509302;0.100985747;0.541353383;0.34085213;0.081669559;2;127.8801241;0.582948074;1223.997224;7539.817429;0.457600227;4129.357851;3153.09345;5.82243262;0.195036897;0.893425562;2.745233695;-0.733045208;-0.100512743;0.132378684;0.326946798;0.203653187;0.085282196;0.319537253;-0.161756602;-0.041405313;-0.027336898;-0.085553044;-0.028177039;0;0.476983807;10;0.763294751;-0.125954787;0.625670356;0.680988384;-0.79884154;1.238654692;-0.09923439;0.458758791;0.857616921;0.307295707;0.358059588;0.524366016;0.677619823;0.614323876;0.151304306;0.284744855;0.444305028;0.999999915;0.231523187;0.313667087;17.37826544;0.570200142
Arte Francés;4;22 - Odd Chap - Button Up.mp3                                                                                                                 ;22; Odd Chap ; Button Up.mp3                                                                                                                 ;44100;8959594;203.1654;320;0.285800593;0.163975958;0.493734336;0.298245614;0.082344562;4.1;69.47366241;0.255102098;1136.647423;9728.297424;0.498577751;5072.388935;3916.849856;4.246765646;0.24252898;0.898327347;2.077057176;0.332542026;0.411859038;-0.040391764;0.277108236;0.105883456;-0.035051993;0.29948789;0.210036079;-0.161873048;0.013965527;0.067125985;0.153215751;0;0.464475948;10;0.479122614;-0.118389123;0.835971086;-0.185071264;-0.124500509;0.149243565;-0.022973123;0.13199775;0.54261295;0.445768666;0.368228422;0.279354032;0.340316854;0.169338985;0.169263532;0.356743245;0.361684821;0.999999934;0.557879106;0.854509799;9.423446276;0.285096229
Arte Francés;4;22 - Odd Chap - Button Up.mp3                                                                                                                 ;22; Odd Chap ; Button Up.mp3                                                                                                                 ;44100;8959594;203.1654;320;0.285996723;0.152989291;0.468671679;0.328320802;0.06401608;4.5;69.58652366;0.214161445;1043.547634;8620.346832;0.48641374;4849.533104;3650.320774;4.783963439;0.212501836;0.892241747;2.088709463;0.31068794;0.535959063;0.119588222;0.241957753;0.033871709;-0.019380376;0.146648638;0.150554443;-0.094318529;0.113386173;0.054911609;0.040612479;0;0.504607846;10;0.538797664;-0.008318552;0.694282985;-0.323704379;-0.526290403;0.43924207;-0.023672054;0.062367014;0.391875349;0.408308269;0.280688037;0.174326368;0.386209121;0.15480569;0.100517937;0.245584383;0.516913229;0.999999935;0.474549655;0.616912739;13.51562748;0.825433621
Arte Francés;4;22 - Odd Chap - Button Up.mp3                                                                                                                 ;22; Odd Chap ; Button Up.mp3                                                                                                                 ;44100;8959594;203.1654;320;0.279840678;0.163533431;0.466165414;0.293233083;0.060063608;3.8;69.47324631;0.252914605;1059.247598;9114.180565;0.503814162;4931.46307;3811.234621;4.475369161;0.224029022;0.897073337;2.004241463;0.306264848;0.510749703;0.056025434;0.208786285;0.04929537;-0.002831175;0.188094434;0.120998006;-0.108248509;0.100463991;0.103554514;0.034428338;0;0.465414502;5;0.406489786;-0.024566122;0.789346634;-0.277736639;0.624681002;0.013857704;-0.063253695;-0.205019843;0.268132397;0.198748011;0.169256528;0.079964731;0.212692147;0.071431268;0.048170514;0.433629597;0.257392656;0.618733957;0.506932454;0.999999908;20.16675817;0.338481491
Arte Francés;4;23 - Pisk - Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;23; Pisk ; Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;44100;10341012;234.490075;320;0.294692065;0.197058022;0.49122807;0.19047619;0.085866541;4;127.0880111;0.702116103;1303.447044;9290.483665;0.607179266;4504.768109;4166.689512;3.850683729;0.272679046;0.917327609;1.529993161;-0.141946676;0.27815455;0.195721881;0.258233704;0.116484863;0.13857895;0.141699874;-0.025037284;-0.060975867;0.149380391;0.125871049;-0.001001143;0;0.464831368;10;0.588901498;-0.037915349;0.600349327;-0.511202824;-0.118148002;1.21942929;-0.178175614;0.065363752;0.477575279;0.344839879;0.414709317;0.517722904;0.814228693;0.309446287;0.237663987;0.376010926;0.941414205;0.999999893;0.361415584;0.642404228;24.67299833;0.316153053
Arte Francés;4;23 - Pisk - Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;23; Pisk ; Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;44100;10341012;234.490075;320;0.170542744;0.075609608;0.614035088;0.531328321;0.042084202;3.1;127.1191289;0.397932097;2658.593971;7723.017883;0.706343574;3648.126471;4120.636885;5.026834918;0.210005116;0.924891694;0.92588297;0.372312931;0.342496842;-0.55587818;0.274263716;0.02452691;0.21363029;-0.007491978;0.061315431;-0.029505818;-0.064243556;0.114960561;0.066094385;0;0.479908262;10;0.806097275;-0.233660907;0.864902568;0.226206646;-0.533105168;0.839705178;0.058184141;0.320386945;0.740094558;0.365366854;0.286463902;0.214504579;0.55339919;0.415951678;0.460564537;0.622484329;0.593564489;0.999999949;0.30032462;0.411224405;21.01697354;0.479228752
Arte Francés;4;23 - Pisk - Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;23; Pisk ; Who Dat Down Dare_ (Electro Swing vs Speakeasy Jazz).mp3                                                                          ;44100;10341012;234.490075;320;0.317089572;0.20833461;0.551378446;0.210526316;0.067528708;4;127.0250336;0.732309758;1348.046943;9210.995865;0.629581164;4432.635896;4151.695392;3.894037129;0.265940975;0.909618086;1.215929844;0.033155451;0.71296809;0.26700133;0.329558284;-0.047016778;0.155981198;0.028162487;-0.106826966;-0.06477786;-0.022948211;0.050359955;-0.020104844;0;0.515267882;5;0.800035473;0.247950914;0.576776526;-1.067786569;0.07022479;0.884151356;-0.01505747;0.081077029;0.391296255;0.356994599;0.331517188;0.5199562;0.999999893;0.293170131;0.537832497;0.298215337;0.777412463;0.800873373;0.41520757;0.703091355;12.73320535;0.455498248
Arte Francés;4;24 - Lil Hardin Armstrong - Oriental Swing (02-02-38).mp3                                                                                     ;24; Lil Hardin Armstrong ; Oriental Swing (02-2-38).mp3;44100;7909015;179.34275;320;0.125381154;0.049714653;0.596491228;0.518796992;0.075756043;2.7;180.7246193;0.213914181;856.8980569;3697.234154;0.320507557;1670.132385;1510.611357;17.14090315;0.021704736;0.832062061;3.236072989;-0.037763684;0.968982304;-1.077744068;1.304196844;-0.567755912;0.554063993;-0.337418917;0.436698673;0.024979657;0.026007605;-0.092435799;-0.158439751;0;0.479146611;2;0.422102321;-0.105831104;-0.180897782;-0.232313526;-0.550413799;0.88370155;-0.218710639;-0.140106992;0.378448432;0.345719181;0.215716289;0.030383709;0.221627775;0.199544985;0.149621181;0.288515289;0.999999956;0.620777374;0.351037143;0.296728743;9.024698614;0.325972984
Arte Francés;4;24 - Lil Hardin Armstrong - Oriental Swing (02-02-38).mp3                                                                                     ;24; Lil Hardin Armstrong ; Oriental Swing (02-2-38).mp3;44100;7909015;179.34275;320;0.169947595;0.082552571;0.538847118;0.393483709;0.10776188;3.2;183.9655823;0.279911423;848.6480756;3823.825836;0.440990119;1648.202487;1883.349892;13.61494482;0.02003586;0.83865141;2.650661006;-0.78374336;0.962021368;-1.06140264;1.488737115;-0.642333754;0.494033089;-0.343891419;0.118275403;0.43119176;-0.164819045;-0.395548299;-0.223050763;0;0.468068566;10;0.337902896;0.013319524;0.185106458;-0.234802742;-0.606302652;0.806880931;-0.131720831;0.217178206;0.001873432;0.004401645;0;0.17805025;0.230421577;0.142033533;0.169046603;0.354364399;0.916960577;0.999999913;0.173328052;0.007717791;18.20464912;0.40802057
Arte Francés;4;24 - Lil Hardin Armstrong - Oriental Swing (02-02-38).mp3                                                                                     ;24; Lil Hardin Armstrong ; Oriental Swing (02-2-38).mp3;44100;7909015;179.34275;320;0.207580081;0.101519823;0.488721805;0.335839599;0.069875437;2.5;177.2021567;0.207268803;1025.997673;3994.240952;0.429571598;1716.734159;1883.807989;13.10161684;0.02466457;0.840260543;2.835427008;-0.323644411;1.055732077;-1.50743035;1.238806836;-0.484824977;0.640761235;-0.395616604;0.270014886;0.039904567;-0.115053092;-0.042312133;-0.117778443;0;0.420120815;2;0.396436048;-0.052432282;0.276285892;-0.110126158;-0.657017721;1.298514183;-0.21463704;-0.352083508;0.235766868;0.411428443;0.535333596;0.466741272;0.999999927;0.745123841;0.124237076;0.274998407;0.740501415;0.421539407;0.018183355;0.179334291;14.81988419;0.31103165
Arte Francés;4;25 - PROLETER - What Lana Says.mp3                                                                                                            ;25; PROLETER ; What Lana Says.mp3                                                                                                            ;44100;12316496;279.285625;320;0.184165655;0.114291817;0.56641604;0.19047619;0.058007007;2.2;173.2133511;0.254224608;836.7481026;6371.052361;0.447725751;3884.660722;2855.129124;6.272552974;0.166771907;0.877884794;2.34557081;-0.352351358;0.361695349;0.168051215;0.220067492;0.097352883;-0.010160908;0.047839796;0.000557406;-0.056623321;0.091883384;-0.01270916;0.013883153;0;0.462322998;10;0.918819138;0.253188019;1.23291388;-2.043474626;-1.067310031;0.440736504;-0.072919349;-0.177533217;0.215711235;0.977399612;0.470439302;0.192276616;0.999999929;0.495169649;0.699143817;0.17190394;0.539710489;0.91640742;0.14510203;0.957486094;10.15744711;0.31695964
Arte Francés;4;25 - PROLETER - What Lana Says.mp3                                                                                                            ;25; PROLETER ; What Lana Says.mp3                                                                                                            ;44100;12316496;279.285625;320;0.144875078;0.086550493;0.506265664;0.298245614;0.072101585;1.6;173.0222026;0.140324778;703.0484058;5098.826981;0.498992265;2990.579762;2499.235642;8.728810934;0.107282624;0.871592454;1.83411;-0.067644263;0.479422809;-0.01712951;-0.223234585;0.022526756;0.380554616;0.019834276;-0.095516421;-0.178551573;0.364506921;-0.134238672;0.316815023;0;0.466534564;10;0.819674982;0.217504809;1.513341895;-2.148191455;-0.379933888;0.556391127;0.245612542;-0.028535339;0.073530109;0.705642232;0.009123215;0.086229581;0.850415196;0.002005084;0.337222191;0.001079851;0.018911331;0.759595889;0.040120104;0.999999885;24.06353881;0.440535349
Arte Francés;4;25 - PROLETER - What Lana Says.mp3                                                                                                            ;25; PROLETER ; What Lana Says.mp3                                                                                                            ;44100;12316496;279.285625;320;0.179632097;0.112979524;0.543859649;0.130325815;0.080632872;2.6;178.7084455;0.25356172;898.6479622;5040.115356;0.449307046;3540.825895;2599.205862;8.035345528;0.139979191;0.874515016;2.390824703;-0.658683884;0.468180754;0.139286234;0.355218827;0.049052583;-0.119757977;-0.01600711;-0.013799406;0.074296681;0.172105634;-0.001905425;-0.034425847;0;0.470535826;10;0.892807334;0.244940045;1.096725777;-1.793857905;-0.939611097;0.305655637;-0.081419591;-0.194500031;0.205592443;0.895228241;0.531935634;0.246467752;0.999999929;0.531878907;0.683286351;0.145769097;0.459288112;0.754668767;0.144002863;0.849927968;24.73717263;0.225542459
Arte Francés;4;26 - Katzenjammer - Demon Kitty Rag.mp3                                                                                                       ;26; Katzenjammer ; Demon Kitty Rag.mp3                                                                                                       ;44100;10698049;242.58615;320;0.292960586;0.180578016;0.431077694;0.152882206;0.122532294;5;115.5177225;0.614501458;1899.995692;10235.16884;0.608352929;5112.739725;4438.081114;3.936426719;0.291571773;0.92230997;1.704340777;-0.23992934;0.520130173;-0.446328329;-0.048371091;-0.039790674;0.150682637;-0.192146929;0.017057863;-0.064171968;-0.005386379;-0.149121295;-0.053524644;0;0.476576111;3;0.718015203;-0.205644875;0.469906576;0.634046475;-1.4044802;-0.328514024;-0.185487209;-0.135516658;0.183353722;0.259118358;0.534451451;0.132405853;0.366681791;0.704822412;0.084457442;0.176261679;0.395365613;0.999999932;0.655006257;0.250792969;31.95077068;0.262910544
Arte Francés;4;26 - Katzenjammer - Demon Kitty Rag.mp3                                                                                                       ;26; Katzenjammer ; Demon Kitty Rag.mp3                                                                                                       ;44100;10698049;242.58615;320;0.321304574;0.211798452;0.488721805;0.107769424;0.061690075;4.1;112.789956;0.481189948;1362.89691;9767.831039;0.566443902;5030.784052;4112.926967;4.234719573;0.265554183;0.914379381;2.079252763;-0.419004303;0.437672791;-0.274747471;-0.175678763;-0.210300845;0.257379906;0.095726084;0.143575594;-0.139477887;-0.040813868;-0.04480207;-0.157912767;0;0.466060439;3;0.752059812;-0.17666289;1.180295873;0.757244382;-0.882409791;-0.018639276;-0.13124693;0.053872409;0.357877965;0.297908323;0.625730652;0.056524083;0.203031083;0.376361861;0.107807934;0.543688903;0.372276144;0.999999929;0.218285881;0.191647336;23.93493694;0.544580895
Arte Francés;4;26 - Katzenjammer - Demon Kitty Rag.mp3                                                                                                       ;26; Katzenjammer ; Demon Kitty Rag.mp3                                                                                                       ;44100;10698049;242.58615;320;0.2920532;0.17882321;0.43358396;0.157894737;0.058077299;5;115.9401862;0.603307747;1888.795717;10232.81364;0.615638939;5109.84276;4480.778255;3.907537032;0.292299197;0.922854999;1.630412446;-0.18871076;0.53705426;-0.468845937;-0.056016542;-0.044757924;0.139836514;-0.160866379;0.024323191;-0.055144849;0.0184484;-0.13282306;-0.087142642;0;0.473966909;3;0.769722108;-0.292994586;0.64454572;0.533896168;-1.399122898;-0.530690957;-0.303694834;-0.074772805;0.077553277;0.187278083;0.593388994;0.110782863;0.255151346;0.608335139;0.045382898;0.059512613;0.306022256;0.999999925;0.530645944;0.226194774;28.80098637;0.311860072
Arte Francés;4;27 - Caro Emerald - Whatchugot (PiSk Remix).mp3                                                                                               ;27; Caro Emerald ; Whatchugot (PiSk Remix).mp3                                                                                               ;44100;8811147;199.79925;320;0.279802593;0.156117441;0.586466165;0.363408521;0.083940289;3;123.9706385;0.764709633;1230.59721;6939.411163;0.475527706;3754.728503;2988.643667;6.013813125;0.180137062;0.887575532;2.140907953;-0.250213078;0.119569721;-0.059246954;0.263432991;0.139442046;0.184867489;0.05152152;0.027766452;-0.127614842;-0.016393586;0.068563722;0.094590649;0;0.456261523;11;0.535232927;-0.008496824;-1.062968992;0.632723637;0.148481482;-0.185754797;0.172057769;-0.460291271;0.185111141;0.181438638;0.182770187;0.20352747;0.15632575;0.321200922;0.076714703;0.496597115;0.732293091;0.249750336;0.999999888;0.200746793;29.76708051;0.863442581
Arte Francés;4;27 - Caro Emerald - Whatchugot (PiSk Remix).mp3                                                                                               ;27; Caro Emerald ; Whatchugot (PiSk Remix).mp3                                                                                               ;44100;8811147;199.79925;320;0.213857759;0.118350777;0.511278195;0.215538847;0.059305774;3.2;124.0445891;0.508497663;1498.646602;7510.293388;0.577597576;3946.239119;3565.261832;5.272395604;0.209480126;0.90864066;1.667595041;0.225801083;0.422268167;0.066319042;0.110920844;-0.032031051;0.115448213;0.104876404;0.057626395;0.017661987;0.090836261;-0.027979193;-0.087253649;0;0.486318819;11;0.880146067;-0.139493885;-1.710490954;0.246073883;-0.997115601;-0.560317222;0.295090608;-0.479394797;0.195471821;0.902456458;0.253869957;0.393961447;0.106333919;0.643812641;0.111198221;0.237140011;0.502945159;0.245767965;0.999999943;0.163820006;8.599189462;0.204852458
Arte Francés;4;27 - Caro Emerald - Whatchugot (PiSk Remix).mp3                                                                                               ;27; Caro Emerald ; Whatchugot (PiSk Remix).mp3                                                                                               ;44100;8811147;199.79925;320;0.319244351;0.19716483;0.604010025;0.235588972;0.088576472;4.2;123.9917538;0.833476869;858.7480527;6902.653313;0.507264395;3854.150091;3100.798933;6.059029905;0.195425877;0.890192206;1.927413691;-0.201089222;0.428160882;0.104451193;0.176234447;0.073986855;0.115325747;0.055713846;0.095763592;0.013567197;-0.009321531;-0.009454345;0.073987766;0;0.469006383;11;0.533919996;-0.024165526;-1.416687336;0.535426719;0.035142521;-0.002317073;0.023339764;-0.548446323;0.134310198;0.162185888;0.156219366;0.204812162;0.142630389;0.409352673;0.074444913;0.435337978;0.951406502;0.20274378;0.999999884;0.169274721;20.52219161;0.422956668
Arte Francés;4;28 - Caravan Palace - Dragons.mp3                                                                                                             ;28; Caravan Palace ; Dragons.mp3                                                                                                             ;44100;10830549;245.590675;320;0.296614334;0.174733724;0.538847118;0.303258145;0.092588044;4.6;124.0447963;0.680625864;2106.845223;10141.63399;0.685010761;4787.31803;4909.342108;3.518990787;0.321771485;0.929816784;0.825749134;0.129002444;0.246193846;-0.112068663;0.058671197;0.296732802;0.336477732;-0.137848156;-0.24695121;0.074324004;0.044217466;0.11177526;0.219359783;0;0.459320618;10;0.27551207;-0.012767226;0.125399638;0.337436718;-0.348476335;0.889632545;0.019657867;0.044139723;0.331201248;0.11814389;0.082386205;0.070520025;0.149955991;0.053285337;0.012788672;0.584526241;0.999953379;0.99999987;0.496303197;0.167906497;31.17342246;0.289844076
Arte Francés;4;28 - Caravan Palace - Dragons.mp3                                                                                                             ;28; Caravan Palace ; Dragons.mp3                                                                                                             ;44100;10830549;245.590675;320;0.286973071;0.169026762;0.531328321;0.263157895;0.061975459;4.2;123.982413;0.830199323;2414.194526;9886.431885;0.697910671;4700.259786;4846.333314;3.714398317;0.312903379;0.932188997;0.902888438;-0.041199668;0.305129992;0.013441962;0.108100824;0.217477497;0.136016645;-0.070790604;-0.030708769;-0.021114545;0.125691085;0.084779951;0.11051784;0;0.468437888;5;0.414940615;0.083947226;0.431220161;-0.803398433;-0.033460071;0.295000089;-0.294702452;0.082456713;0.510521583;0.383121164;0.3154211;0.233098611;0.336028582;0.166396604;0.369979519;0.215932001;0.740134578;0.932972575;0.606284036;0.99999966;30.59099874;0.33292614
